transaction_date,transaction_id,customer_name,item_name,quantity,amount,transaction_status,location
2025-06-25,DOC500,Divape,Server License,17,7769.0,Voided,Texas DC
2025-09-03,DOC501,Fivebridge,Router,11,3179.0,Voided,California Office
2025-05-27,DOC502,Mydo,Server License,8,3656.0,Voided,New York Warehouse
2025-10-13,DOC503,Fiveclub,Access Point,14,2282.0,Open,Remote
2025-09-01,DOC504,Tagtune,Cloud Subscription,6,1044.0,Paid In Full,New York Warehouse
2025-08-22,DOC505,Devpoint,Cloud Subscription,15,2610.0,Open,California Office
2025-11-01,DOC506,Gabspot,Access Point,15,2445.0,Open,California Office
2025-11-05,DOC507,Ailane,Cloud Subscription,19,3306.0,Paid In Full,Remote
2025-09-18,DOC508,Skyndu,Cloud Subscription,12,2088.0,Open,New York Warehouse
2025-10-30,DOC509,Divape,Router,8,2312.0,Paid In Full,Texas DC
2025-02-01,DOC510,Meezzy,Access Point,9,1467.0,Paid In Full,New York Warehouse
2025-02-24,DOC511,Mudo,Switch,13,3458.0,Open,New York Warehouse
2025-03-17,DOC512,Gabspot,Firewall,19,7904.0,Open,Remote
2025-01-03,DOC513,Yambee,Cloud Subscription,13,2262.0,Open,Remote
2025-07-06,DOC514,Shuffletag,Access Point,2,326.0,Open,California Office
2025-09-20,DOC515,Flipstorm,Access Point,1,163.0,Open,California Office
2025-07-25,DOC516,Yodoo,Access Point,4,652.0,Open,California Office
2025-09-27,DOC517,Reallinks,Router,14,4046.0,Open,Remote
2025-02-28,DOC518,Skiptube,Firewall,14,5824.0,Paid In Full,California Office
2025-08-28,DOC519,Buzzbean,Server License,11,5027.0,Open,California Office
2025-10-02,DOC520,Devify,Access Point,16,2608.0,Open,Texas DC
2025-02-08,DOC521,Yombu,Firewall,7,2912.0,Open,Remote
2025-11-27,DOC522,Thoughtmix,Switch,2,532.0,Open,Remote
2025-10-17,DOC523,Skippad,Firewall,1,416.0,Open,New York Warehouse
2025-01-19,DOC524,Thoughtsphere,Access Point,12,1956.0,Open,Remote
2025-04-07,DOC525,Aimbu,Access Point,17,2771.0,Voided,Texas DC
2025-03-11,DOC526,Aibox,Server License,2,914.0,Open,New York Warehouse
2025-01-22,DOC527,Talane,Access Point,9,1467.0,Paid In Full,California Office
2025-01-05,DOC528,Brightbean,Server License,19,8683.0,Open,Texas DC
2025-05-24,DOC529,Yodoo,Access Point,15,2445.0,Paid In Full,New York Warehouse
2025-08-01,DOC530,Abatz,Router,18,5202.0,Open,New York Warehouse
2025-03-24,DOC531,Kanoodle,Router,18,5202.0,Paid In Full,Remote
2025-01-13,DOC532,Ainyx,Router,12,3468.0,Voided,Remote
2025-12-15,DOC533,Centizu,Cloud Subscription,2,348.0,Open,Remote
2025-02-26,DOC534,Bubbletube,Router,14,4046.0,Paid In Full,New York Warehouse
2025-03-18,DOC535,Eadel,Cloud Subscription,11,1914.0,Voided,Texas DC
2025-12-03,DOC536,Tagchat,Router,15,4335.0,Paid In Full,New York Warehouse
2025-09-23,DOC537,Roomm,Server License,7,3199.0,Paid In Full,New York Warehouse
2025-01-11,DOC538,Ntags,Access Point,16,2608.0,Voided,Texas DC
2025-08-05,DOC539,Demivee,Server License,20,9140.0,Paid In Full,Texas DC
2025-02-15,DOC540,Chatterpoint,Firewall,17,7072.0,Paid In Full,Remote
2025-03-31,DOC541,Photobug,Router,17,4913.0,Paid In Full,New York Warehouse
2025-08-10,DOC542,Centimia,Firewall,16,6656.0,Voided,Remote
2025-03-05,DOC543,Meeveo,Router,5,1445.0,Paid In Full,California Office
2025-04-15,DOC544,Zava,Firewall,12,4992.0,Open,Remote
2025-07-04,DOC545,Eadel,Server License,3,1371.0,Open,New York Warehouse
2025-11-20,DOC546,Jabberstorm,Firewall,2,832.0,Paid In Full,California Office
2025-09-21,DOC547,Youbridge,Switch,17,4522.0,Voided,California Office
2025-07-28,DOC548,Quimba,Switch,9,2394.0,Voided,Texas DC
2025-04-11,DOC549,Oyoba,Firewall,7,2912.0,Paid In Full,New York Warehouse
2025-07-29,DOC550,Latz,Switch,15,3990.0,Voided,New York Warehouse
2025-10-14,DOC551,Bubblebox,Server License,7,3199.0,Paid In Full,New York Warehouse
2025-04-07,DOC552,Flipbug,Cloud Subscription,16,2784.0,Paid In Full,New York Warehouse
2025-09-17,DOC553,Blogspan,Router,2,578.0,Paid In Full,California Office
2025-11-28,DOC554,Voolia,Firewall,12,4992.0,Paid In Full,Texas DC
2025-10-04,DOC555,Wordtune,Cloud Subscription,13,2262.0,Paid In Full,California Office
2025-07-31,DOC556,Meejo,Server License,17,7769.0,Open,New York Warehouse
2025-08-03,DOC557,Minyx,Router,11,3179.0,Voided,Texas DC
2025-04-15,DOC558,Blogtag,Access Point,9,1467.0,Open,New York Warehouse
2025-03-23,DOC559,Rhynyx,Server License,18,8226.0,Open,New York Warehouse
2025-08-04,DOC560,Ozu,Access Point,20,3260.0,Open,New York Warehouse
2025-05-28,DOC561,Voonyx,Server License,13,5941.0,Open,California Office
2025-08-15,DOC562,Zooveo,Cloud Subscription,11,1914.0,Open,Remote
2025-06-16,DOC563,Jabbersphere,Server License,12,5484.0,Paid In Full,New York Warehouse
2025-11-08,DOC564,Zoomdog,Cloud Subscription,18,3132.0,Voided,New York Warehouse
2025-03-28,DOC565,Photofeed,Router,11,3179.0,Paid In Full,Remote
2025-11-23,DOC566,Flashdog,Access Point,4,652.0,Paid In Full,California Office
2025-03-06,DOC567,Thoughtworks,Firewall,3,1248.0,Open,Texas DC
2025-03-30,DOC568,Oyope,Firewall,14,5824.0,Open,New York Warehouse
2025-02-08,DOC569,Jetpulse,Switch,10,2660.0,Paid In Full,Texas DC
2025-03-08,DOC570,Skimia,Cloud Subscription,9,1566.0,Open,California Office
2025-03-04,DOC571,Aimbu,Firewall,18,7488.0,Voided,Texas DC
2025-05-05,DOC572,Buzzdog,Firewall,2,832.0,Paid In Full,New York Warehouse
2025-08-08,DOC573,Geba,Firewall,5,2080.0,Open,Texas DC
2025-02-23,DOC574,Ooba,Switch,6,1596.0,Open,Remote
2025-08-05,DOC575,Topiclounge,Router,20,5780.0,Voided,Texas DC
2025-02-01,DOC576,Fatz,Server License,10,4570.0,Open,New York Warehouse
2025-01-02,DOC577,Thoughtbeat,Router,12,3468.0,Voided,New York Warehouse
2025-02-14,DOC578,Zoomlounge,Access Point,9,1467.0,Voided,California Office
2025-02-13,DOC579,Twiyo,Access Point,6,978.0,Open,Texas DC
2025-09-05,DOC580,Jabbersphere,Access Point,16,2608.0,Open,Remote
2025-06-03,DOC581,Vitz,Switch,7,1862.0,Voided,New York Warehouse
2025-04-26,DOC582,Skinder,Switch,4,1064.0,Paid In Full,Texas DC
2025-07-12,DOC583,Yozio,Switch,8,2128.0,Voided,Texas DC
2025-09-19,DOC584,Oyope,Switch,19,5054.0,Open,California Office
2025-12-11,DOC585,Kaymbo,Firewall,11,4576.0,Paid In Full,New York Warehouse
2025-06-07,DOC586,Jabbersphere,Firewall,14,5824.0,Voided,California Office
2025-07-04,DOC587,Oyoloo,Firewall,3,1248.0,Open,Texas DC
2025-09-21,DOC588,Voonyx,Switch,20,5320.0,Voided,California Office
2025-03-04,DOC589,Dabshots,Access Point,20,3260.0,Open,Remote
2025-07-03,DOC590,Voomm,Firewall,20,8320.0,Open,California Office
2025-05-14,DOC591,Blognation,Cloud Subscription,16,2784.0,Open,Remote
2025-12-09,DOC592,LiveZ,Server License,2,914.0,Paid In Full,Texas DC
2025-05-29,DOC593,Skilith,Firewall,19,7904.0,Voided,Texas DC
2025-11-17,DOC594,Devshare,Cloud Subscription,2,348.0,Paid In Full,Remote
2025-11-24,DOC595,Oyonder,Switch,15,3990.0,Paid In Full,New York Warehouse
2025-01-01,DOC596,Skinte,Router,4,1156.0,Open,Texas DC
2025-11-21,DOC597,Blognation,Router,14,4046.0,Voided,New York Warehouse
2025-07-05,DOC598,Eimbee,Cloud Subscription,3,522.0,Open,California Office
2025-11-21,DOC599,Feednation,Firewall,18,7488.0,Open,Texas DC
2025-07-28,DOC600,Trupe,Server License,13,5941.0,Paid In Full,Texas DC
2025-09-29,DOC601,Thoughtstorm,Access Point,17,2771.0,Paid In Full,California Office
2025-08-13,DOC602,Meedoo,Cloud Subscription,18,3132.0,Voided,Texas DC
2025-02-15,DOC603,Brainlounge,Server License,5,2285.0,Paid In Full,Texas DC
2025-03-19,DOC604,Avaveo,Switch,19,5054.0,Open,Remote
2025-09-18,DOC605,Yabox,Cloud Subscription,18,3132.0,Open,California Office
2025-10-29,DOC606,Youfeed,Access Point,9,1467.0,Paid In Full,New York Warehouse
2025-02-19,DOC607,Voonte,Router,10,2890.0,Voided,Texas DC
2025-07-20,DOC608,Yodo,Router,16,4624.0,Paid In Full,California Office
2025-06-27,DOC609,Browsecat,Server License,2,914.0,Paid In Full,California Office
2025-09-19,DOC610,Demimbu,Cloud Subscription,15,2610.0,Open,Remote
2025-03-21,DOC611,Mynte,Server License,20,9140.0,Paid In Full,Texas DC
2025-10-01,DOC612,Centimia,Access Point,5,815.0,Paid In Full,Texas DC
2025-05-11,DOC613,Gigazoom,Switch,9,2394.0,Voided,California Office
2025-10-23,DOC614,Browseblab,Switch,4,1064.0,Voided,Texas DC
2025-03-28,DOC615,Divanoodle,Cloud Subscription,2,348.0,Voided,Texas DC
2025-11-09,DOC616,Dabfeed,Router,5,1445.0,Open,Remote
2025-09-11,DOC617,Shuffledrive,Router,20,5780.0,Voided,Remote
2025-02-22,DOC618,Buzzster,Server License,20,9140.0,Voided,New York Warehouse
2025-10-12,DOC619,Skalith,Switch,2,532.0,Paid In Full,California Office
2025-06-04,DOC620,Yabox,Access Point,1,163.0,Voided,California Office
2025-04-11,DOC621,Aimbo,Cloud Subscription,13,2262.0,Open,New York Warehouse
2025-08-13,DOC622,Devshare,Access Point,10,1630.0,Paid In Full,Texas DC
2025-07-26,DOC623,Avaveo,Server License,9,4113.0,Voided,Texas DC
2025-05-16,DOC624,Browsecat,Access Point,16,2608.0,Voided,Remote
2025-05-10,DOC625,Thoughtstorm,Cloud Subscription,4,696.0,Open,Remote
2025-12-14,DOC626,Bubbletube,Cloud Subscription,3,522.0,Paid In Full,Remote
2025-01-14,DOC627,Rhyzio,Access Point,12,1956.0,Voided,New York Warehouse
2025-10-18,DOC628,Kazio,Firewall,5,2080.0,Voided,Texas DC
2025-08-09,DOC629,Muxo,Cloud Subscription,15,2610.0,Paid In Full,Texas DC
2025-05-17,DOC630,Zoonder,Access Point,3,489.0,Voided,New York Warehouse
2025-03-31,DOC631,Einti,Router,14,4046.0,Paid In Full,New York Warehouse
2025-02-24,DOC632,Jabbertype,Router,13,3757.0,Voided,Texas DC
2025-07-07,DOC633,Devshare,Router,16,4624.0,Paid In Full,Texas DC
2025-01-12,DOC634,Skyvu,Server License,18,8226.0,Open,New York Warehouse
2025-01-14,DOC635,Muxo,Router,9,2601.0,Voided,Texas DC
2025-02-23,DOC636,Photolist,Switch,4,1064.0,Open,Remote
2025-08-15,DOC637,Demimbu,Router,7,2023.0,Voided,Texas DC
2025-08-10,DOC638,Oyonder,Server License,1,457.0,Open,New York Warehouse
2025-02-22,DOC639,Jayo,Switch,1,266.0,Voided,New York Warehouse
2025-01-31,DOC640,Edgeblab,Firewall,3,1248.0,Paid In Full,Remote
2025-10-02,DOC641,Buzzbean,Cloud Subscription,15,2610.0,Voided,California Office
2025-11-05,DOC642,Reallinks,Cloud Subscription,9,1566.0,Voided,Remote
2025-08-10,DOC643,Oba,Router,8,2312.0,Paid In Full,California Office
2025-07-14,DOC644,Fivebridge,Firewall,9,3744.0,Paid In Full,Remote
2025-05-30,DOC645,Tagcat,Router,5,1445.0,Paid In Full,Remote
2025-08-28,DOC646,Wikibox,Cloud Subscription,5,870.0,Voided,Texas DC
2025-12-01,DOC647,Skipfire,Switch,15,3990.0,Voided,Remote
2025-08-01,DOC648,Mynte,Switch,8,2128.0,Open,Texas DC
2025-07-07,DOC649,Mynte,Cloud Subscription,4,696.0,Open,Remote
2025-04-19,DOC650,Kazio,Access Point,14,2282.0,Open,Remote
2025-07-01,DOC651,Centizu,Firewall,9,3744.0,Open,New York Warehouse
2025-06-21,DOC652,Vidoo,Server License,2,914.0,Voided,Remote
2025-08-15,DOC653,Blogpad,Cloud Subscription,3,522.0,Voided,New York Warehouse
2025-03-26,DOC654,Jaloo,Firewall,2,832.0,Voided,California Office
2025-10-11,DOC655,Reallinks,Switch,3,798.0,Voided,Remote
2025-09-01,DOC656,Gabvine,Access Point,7,1141.0,Voided,California Office
2025-01-28,DOC657,Kimia,Router,7,2023.0,Open,California Office
2025-08-28,DOC658,Cogilith,Cloud Subscription,11,1914.0,Open,New York Warehouse
2025-08-21,DOC659,Einti,Server License,12,5484.0,Paid In Full,New York Warehouse
2025-09-07,DOC660,Devpoint,Server License,1,457.0,Voided,New York Warehouse
2025-07-29,DOC661,Skalith,Cloud Subscription,3,522.0,Paid In Full,California Office
2025-09-26,DOC662,Feednation,Server License,1,457.0,Paid In Full,Texas DC
2025-06-11,DOC663,Youspan,Access Point,17,2771.0,Paid In Full,Remote
2025-04-30,DOC664,Skinder,Server License,18,8226.0,Open,Remote
2025-04-13,DOC665,Twinte,Access Point,7,1141.0,Open,New York Warehouse
2025-05-08,DOC666,Kaymbo,Access Point,2,326.0,Open,Remote
2025-01-15,DOC667,Brightdog,Router,15,4335.0,Open,Texas DC
2025-10-17,DOC668,Eire,Firewall,8,3328.0,Paid In Full,California Office
2025-12-12,DOC669,Oba,Router,3,867.0,Paid In Full,Remote
2025-03-10,DOC670,Izio,Cloud Subscription,17,2958.0,Open,New York Warehouse
2025-02-17,DOC671,Oozz,Cloud Subscription,6,1044.0,Paid In Full,Remote
2025-09-07,DOC672,Ntags,Access Point,11,1793.0,Voided,Remote
2025-08-01,DOC673,Bubblemix,Cloud Subscription,7,1218.0,Open,Texas DC
2025-03-10,DOC674,Meevee,Firewall,1,416.0,Paid In Full,New York Warehouse
2025-01-14,DOC675,Mudo,Cloud Subscription,15,2610.0,Paid In Full,California Office
2025-06-02,DOC676,Quire,Firewall,15,6240.0,Paid In Full,Texas DC
2025-02-04,DOC677,Mybuzz,Cloud Subscription,7,1218.0,Open,Texas DC
2025-09-07,DOC678,Kazio,Cloud Subscription,2,348.0,Voided,California Office
2025-01-17,DOC679,Podcat,Access Point,5,815.0,Open,New York Warehouse
2025-09-22,DOC680,Kazu,Server License,15,6855.0,Open,California Office
2025-03-17,DOC681,Bubbletube,Cloud Subscription,3,522.0,Paid In Full,Remote
2025-02-08,DOC682,Rhybox,Switch,19,5054.0,Voided,Texas DC
2025-11-29,DOC683,Skaboo,Router,20,5780.0,Voided,Texas DC
2025-05-13,DOC684,Blognation,Cloud Subscription,13,2262.0,Paid In Full,Texas DC
2025-04-12,DOC685,Eabox,Switch,8,2128.0,Open,California Office
2025-10-14,DOC686,Buzzdog,Access Point,4,652.0,Paid In Full,New York Warehouse
2025-05-31,DOC687,Abatz,Server License,6,2742.0,Paid In Full,California Office
2025-06-03,DOC688,Skaboo,Access Point,19,3097.0,Open,Remote
2025-05-26,DOC689,Roombo,Cloud Subscription,6,1044.0,Open,New York Warehouse
2025-10-12,DOC690,Devcast,Access Point,2,326.0,Paid In Full,Texas DC
2025-01-09,DOC691,Thoughtsphere,Router,17,4913.0,Paid In Full,California Office
2025-01-09,DOC692,Jaxbean,Firewall,3,1248.0,Paid In Full,Remote
2025-05-23,DOC693,Ainyx,Cloud Subscription,4,696.0,Paid In Full,New York Warehouse
2025-03-06,DOC694,Camimbo,Server License,1,457.0,Open,California Office
2025-07-02,DOC695,Topicshots,Access Point,15,2445.0,Open,Texas DC
2025-03-10,DOC696,Devshare,Firewall,12,4992.0,Open,New York Warehouse
2025-10-21,DOC697,Avamba,Server License,9,4113.0,Voided,Remote
2025-03-02,DOC698,Yombu,Cloud Subscription,3,522.0,Voided,California Office
2025-03-16,DOC699,Tagtune,Cloud Subscription,14,2436.0,Voided,California Office
2025-12-01,DOC700,Ntag,Server License,12,5484.0,Voided,California Office
2025-10-29,DOC701,Bubblemix,Cloud Subscription,19,3306.0,Voided,New York Warehouse
2025-09-05,DOC702,Youfeed,Cloud Subscription,11,1914.0,Open,Remote
2025-10-07,DOC703,Katz,Cloud Subscription,4,696.0,Voided,Texas DC
2025-11-29,DOC704,Yoveo,Server License,5,2285.0,Voided,California Office
2025-09-24,DOC705,Quire,Server License,5,2285.0,Voided,New York Warehouse
2025-11-13,DOC706,Feedfish,Access Point,2,326.0,Open,Remote
2025-02-18,DOC707,Jabberstorm,Cloud Subscription,18,3132.0,Voided,Texas DC
2025-05-30,DOC708,Demizz,Switch,6,1596.0,Paid In Full,New York Warehouse
2025-09-29,DOC709,Skiptube,Cloud Subscription,11,1914.0,Voided,Remote
2025-07-05,DOC710,Wikido,Server License,16,7312.0,Paid In Full,New York Warehouse
2025-08-12,DOC711,Topicstorm,Router,9,2601.0,Voided,Texas DC
2025-06-26,DOC712,Cogidoo,Server License,2,914.0,Voided,California Office
2025-01-03,DOC713,Digitube,Access Point,6,978.0,Paid In Full,Texas DC
2025-10-27,DOC714,Rhynoodle,Router,19,5491.0,Open,Texas DC
2025-11-05,DOC715,Wordware,Firewall,18,7488.0,Open,New York Warehouse
2025-03-21,DOC716,Vimbo,Router,14,4046.0,Paid In Full,New York Warehouse
2025-12-13,DOC717,Blogpad,Router,7,2023.0,Paid In Full,Texas DC
2025-02-17,DOC718,Aivee,Cloud Subscription,10,1740.0,Voided,Remote
2025-06-23,DOC719,Voomm,Switch,8,2128.0,Voided,California Office
2025-03-25,DOC720,Brainsphere,Access Point,6,978.0,Open,Remote
2025-08-09,DOC721,JumpXS,Access Point,16,2608.0,Open,California Office
2025-08-17,DOC722,Omba,Server License,14,6398.0,Open,Remote
2025-10-07,DOC723,Katz,Cloud Subscription,9,1566.0,Open,California Office
2025-10-22,DOC724,Dabshots,Server License,7,3199.0,Open,New York Warehouse
2025-06-13,DOC725,Feednation,Router,17,4913.0,Paid In Full,Remote
2025-05-06,DOC726,Eayo,Server License,4,1828.0,Voided,New York Warehouse
2025-07-17,DOC727,Babblestorm,Access Point,5,815.0,Voided,New York Warehouse
2025-12-15,DOC728,Oozz,Cloud Subscription,19,3306.0,Voided,New York Warehouse
2025-06-03,DOC729,Viva,Access Point,1,163.0,Voided,Texas DC
2025-01-26,DOC730,Twinder,Cloud Subscription,6,1044.0,Open,Texas DC
2025-08-14,DOC731,Tavu,Access Point,15,2445.0,Voided,New York Warehouse
2025-10-10,DOC732,Trilia,Access Point,16,2608.0,Paid In Full,Remote
2025-08-30,DOC733,Aimbu,Router,2,578.0,Paid In Full,New York Warehouse
2025-01-31,DOC734,Plajo,Server License,14,6398.0,Open,Texas DC
2025-11-25,DOC735,Topiclounge,Router,7,2023.0,Paid In Full,Remote
2025-01-11,DOC736,Flashspan,Cloud Subscription,12,2088.0,Paid In Full,Texas DC
2025-06-05,DOC737,Realbuzz,Switch,19,5054.0,Open,Remote
2025-01-15,DOC738,Yozio,Server License,19,8683.0,Voided,Texas DC
2025-02-20,DOC739,Skajo,Server License,5,2285.0,Paid In Full,California Office
2025-04-18,DOC740,Oyoba,Server License,17,7769.0,Open,California Office
2025-04-05,DOC741,Tekfly,Firewall,20,8320.0,Voided,New York Warehouse
2025-09-07,DOC742,Trilia,Cloud Subscription,2,348.0,Paid In Full,New York Warehouse
2025-10-28,DOC743,Bluejam,Firewall,14,5824.0,Open,Texas DC
2025-11-14,DOC744,Oyoba,Router,14,4046.0,Open,New York Warehouse
2025-03-05,DOC745,Vipe,Cloud Subscription,7,1218.0,Open,Texas DC
2025-08-31,DOC746,Zazio,Server License,9,4113.0,Open,Texas DC
2025-12-05,DOC747,BlogXS,Access Point,10,1630.0,Open,Remote
2025-12-07,DOC748,Centimia,Server License,16,7312.0,Voided,Texas DC
